"#""+ESI MRM Frag=135.0V CF=0.000 DF=0.000 (245.10000 -> 209.10000) astA_AB_MRM1.d """,,
#Point,X(Minutes),Y(Counts)
3258,27.45,43.1400032
3259,27.46,43.16000366
3260,27.46,43.36000443
3261,27.47,43.40000153
3262,27.48,43.4600029
3263,27.48,43.44000244
3264,27.49,43.40000153
3265,27.5,43.28000259
3266,27.5,43.18000412
3267,27.51,43.18000412
3268,27.52,43.18000412
3269,27.52,43.02000427
3270,27.53,43.06000137
3271,27.54,43.02000427
3272,27.54,43.04000473
3273,27.55,43.12000275
3274,27.56,43.10000229
3275,27.56,43.10000229
3276,27.57,43.08000183
3277,27.58,43.1400032
3278,27.58,43.24000168
3279,27.59,43.30000305
3280,27.6,43.40000153
3281,27.6,43.4600029
3282,27.61,43.44000244
3283,27.62,43.58000183
3284,27.63,43.62000275
3285,27.63,43.60000229
3286,27.64,43.54000473
3287,27.65,43.48000336
3288,27.65,43.4600029
3289,27.66,43.38000488
3290,27.67,43.42000198
3291,27.67,43.42000198
3292,27.68,43.30000305
3293,27.69,43.28000259
3294,27.69,43.30000305
3295,27.7,43.26000214
3296,27.71,43.26000214
3297,27.71,43.22000122
3298,27.72,43.26000214
3299,27.73,43.16000366
3300,27.73,43.12000275
3301,27.74,43.12000275
3302,27.75,43.10000229
3303,27.75,43.12000275
3304,27.76,43.10000229
3305,27.77,43.08000183
3306,27.77,43.12000275
3307,27.78,43.08000183
3308,27.79,43.1400032
3309,27.79,43.18000412
3310,27.8,43.22000122
3311,27.81,43.20000458
3312,27.82,43.16000366
3313,27.82,43.12000275
3314,27.83,43.08000183
3315,27.84,43.00000381
3316,27.84,43.00000381
3317,27.85,42.98000336
3318,27.86,42.94000244
3319,27.86,42.9600029
3320,27.87,42.9600029
3321,27.88,42.98000336
3322,27.88,43.02000427
3323,27.89,43.00000381
3324,27.9,43.02000427
3325,27.9,43.02000427
3326,27.91,42.98000336
3327,27.92,42.98000336
3328,27.92,42.90000153
3329,27.93,42.90000153
3330,27.94,42.84000397
3331,27.94,42.82000351
3332,27.95,42.78000259
3333,27.96,42.82000351
3334,27.96,42.78000259
3335,27.97,42.80000305
3336,27.98,42.78000259
3337,27.99,42.80000305
3338,27.99,42.82000351
3339,28,42.80000305
3340,28.01,42.82000351
3341,28.01,42.82000351
3342,28.02,42.78000259
3343,28.03,42.76000214
3344,28.03,42.74000168
3345,28.04,42.80000305
3346,28.05,42.80000305
3347,28.05,42.82000351
3348,28.06,42.82000351
3349,28.07,42.80000305
3350,28.07,42.82000351
3351,28.08,42.80000305
3352,28.09,42.84000397
3353,28.09,42.86000443
3354,28.1,42.84000397
3355,28.11,42.80000305
3356,28.11,42.78000259
3357,28.12,42.76000214
3358,28.13,42.72000122
3359,28.13,42.72000122
3360,28.14,42.68000412
3361,28.15,42.66000366
3362,28.15,42.62000275
3363,28.16,42.66000366
3364,28.17,42.68000412
3365,28.18,42.74000168
3366,28.18,42.80000305
3367,28.19,42.82000351
3368,28.2,42.80000305
3369,28.2,42.82000351
3370,28.21,42.78000259
3371,28.22,42.78000259
3372,28.22,42.74000168
3373,28.23,42.72000122
3374,28.24,42.66000366
3375,28.24,42.62000275
3376,28.25,42.6400032
3377,28.26,42.66000366
3378,28.26,42.68000412
3379,28.27,42.70000458
3380,28.28,42.68000412
3381,28.28,42.74000168
3382,28.29,42.76000214
3383,28.3,42.76000214
3384,28.3,42.76000214
3385,28.31,42.74000168
3386,28.32,42.76000214
3387,28.32,42.74000168
3388,28.33,42.72000122
3389,28.34,42.70000458
3390,28.35,42.6400032
3391,28.35,42.60000229
3392,28.36,42.62000275
3393,28.37,42.66000366
3394,28.37,42.66000366
3395,28.38,42.6400032
3396,28.39,42.6400032
3397,28.39,42.6400032
3398,28.4,42.68000412
3399,28.41,42.68000412
3400,28.41,42.74000168
3401,28.42,42.72000122
3402,28.43,42.74000168
3403,28.43,42.78000259
3404,28.44,42.78000259
3405,28.45,42.78000259
3406,28.45,42.78000259
3407,28.46,42.74000168
3408,28.47,42.74000168
3409,28.47,42.68000412
3410,28.48,42.68000412
3411,28.49,42.6400032
3412,28.49,42.6400032
3413,28.5,42.70000458
3414,28.51,42.72000122
3415,28.51,42.78000259
3416,28.52,42.82000351
3417,28.53,42.82000351
3418,28.54,42.82000351
3419,28.54,42.78000259
3420,28.55,42.76000214
3421,28.56,42.76000214
3422,28.56,42.70000458
3423,28.57,42.68000412
3424,28.58,42.6400032
3425,28.58,42.66000366
3426,28.59,42.66000366
3427,28.6,42.68000412
3428,28.6,42.70000458
3429,28.61,42.70000458
3430,28.62,42.66000366
3431,28.62,42.66000366
3432,28.63,42.6400032
3433,28.64,42.6400032
3434,28.64,42.6400032
3435,28.65,42.6400032
3436,28.66,42.70000458
3437,28.66,42.72000122
3438,28.67,42.78000259
3439,28.68,42.82000351
3440,28.68,42.92000198
3441,28.69,42.94000244
3442,28.7,42.92000198
3443,28.71,42.92000198
3444,28.71,42.98000336
3445,28.72,42.92000198
3446,28.73,42.90000153
3447,28.73,42.82000351
3448,28.74,42.80000305
3449,28.75,42.76000214
3450,28.75,42.76000214
3451,28.76,42.82000351
3452,28.77,42.84000397
3453,28.77,42.78000259
3454,28.78,42.80000305
3455,28.79,42.80000305
3456,28.79,42.78000259
3457,28.8,42.76000214
3458,28.81,42.72000122
3459,28.81,42.68000412
3460,28.82,42.62000275
3461,28.83,42.60000229
3462,28.83,42.60000229
3463,28.84,42.60000229
3464,28.85,42.58000183
3465,28.85,42.58000183
3466,28.86,42.56000137
3467,28.87,42.56000137
3468,28.87,42.56000137
3469,28.88,42.56000137
3470,28.89,42.56000137
3471,28.9,42.58000183
3472,28.9,42.58000183
3473,28.91,42.66000366
3474,28.92,42.68000412
3475,28.92,42.68000412
3476,28.93,42.68000412
3477,28.94,42.68000412
3478,28.94,42.68000412
3479,28.95,42.68000412
3480,28.96,42.68000412
3481,28.96,42.66000366
3482,28.97,42.66000366
3483,28.98,42.68000412
3484,28.98,42.68000412
3485,28.99,42.74000168
3486,29,42.74000168
3487,29,42.74000168
3488,29.01,42.76000214
3489,29.02,42.72000122
3490,29.02,42.70000458
3491,29.03,42.68000412
3492,29.04,42.66000366
3493,29.04,42.66000366
3494,29.05,42.62000275
3495,29.06,42.6400032
3496,29.07,42.66000366
3497,29.07,42.72000122
3498,29.08,42.74000168
3499,29.09,42.76000214
3500,29.09,42.76000214
3501,29.1,42.76000214
3502,29.11,42.76000214
3503,29.11,42.76000214
3504,29.12,42.72000122
3505,29.13,42.74000168
3506,29.13,42.80000305
3507,29.14,42.84000397
3508,29.15,42.84000397
3509,29.15,42.86000443
3510,29.16,42.86000443
3511,29.17,42.84000397
3512,29.17,42.88000488
3513,29.18,42.86000443
3514,29.19,42.78000259
3515,29.19,42.70000458
3516,29.2,42.76000214
3517,29.21,42.78000259
3518,29.21,42.80000305
3519,29.22,42.80000305
3520,29.23,42.78000259
3521,29.23,42.72000122
3522,29.24,42.74000168
3523,29.25,42.76000214
3524,29.26,42.78000259
3525,29.26,42.82000351
3526,29.27,42.82000351
3527,29.28,42.94000244
3528,29.28,42.9600029
3529,29.29,43.02000427
3530,29.3,43.04000473
3531,29.3,43.02000427
3532,29.31,43.02000427
3533,29.32,42.98000336
3534,29.32,42.92000198
3535,29.33,43.00000381
3536,29.34,42.94000244
3537,29.34,42.94000244
3538,29.35,42.9600029
3539,29.36,42.94000244
3540,29.36,42.94000244
3541,29.37,42.90000153
3542,29.38,42.90000153
3543,29.38,42.88000488
3544,29.39,42.80000305
3545,29.4,42.76000214
3546,29.4,42.80000305
3547,29.41,42.76000214
3548,29.42,42.80000305
3549,29.42,42.82000351
3550,29.43,42.82000351
3551,29.44,42.82000351
3552,29.45,42.84000397
3553,29.45,42.88000488
3554,29.46,42.92000198
3555,29.47,42.88000488
3556,29.47,42.86000443
3557,29.48,42.82000351
3558,29.49,42.76000214
3559,29.49,42.74000168
3560,29.5,42.70000458
3561,29.51,42.6400032
3562,29.51,42.58000183
3563,29.52,42.56000137
3564,29.53,42.68000412
3565,29.53,42.70000458
3566,29.54,42.80000305
3567,29.55,42.90000153
3568,29.55,42.98000336
3569,29.56,43.00000381
3570,29.57,43.08000183
3571,29.57,43.12000275
3572,29.58,43.10000229
3573,29.59,43.04000473
3574,29.59,43.10000229
3575,29.6,43.10000229
3576,29.61,43.08000183
3577,29.62,43.08000183
3578,29.62,43.08000183
3579,29.63,43.02000427
3580,29.64,42.98000336
3581,29.64,43.00000381
3582,29.65,42.9600029
3583,29.66,42.90000153
3584,29.66,42.82000351
3585,29.67,42.90000153
3586,29.68,42.92000198
3587,29.68,42.92000198
3588,29.69,42.9600029
3589,29.7,42.9600029
3590,29.7,42.9600029
3591,29.71,42.94000244
3592,29.72,42.98000336
3593,29.72,43.06000137
3594,29.73,43.00000381
3595,29.74,43.00000381
3596,29.74,43.00000381
3597,29.75,42.9600029
3598,29.76,43.00000381
3599,29.76,43.02000427
3600,29.77,43.00000381
3601,29.78,42.98000336
3602,29.78,42.94000244
3603,29.79,42.94000244
3604,29.8,42.98000336
3605,29.81,43.02000427
3606,29.81,43.00000381
3607,29.82,43.00000381
3608,29.83,42.92000198
3609,29.83,42.94000244
3610,29.84,42.92000198
3611,29.85,42.90000153
3612,29.85,42.88000488
3613,29.86,42.84000397
3614,29.87,42.78000259
3615,29.87,42.82000351
3616,29.88,42.80000305
3617,29.89,42.84000397
3618,29.89,42.94000244
3619,29.9,42.98000336
3620,29.91,43.02000427
3621,29.91,43.04000473
3622,29.92,43.02000427
3623,29.93,43.12000275
3624,29.93,43.12000275
3625,29.94,43.1400032
3626,29.95,43.08000183
3627,29.95,43.02000427
3628,29.96,43.08000183
3629,29.97,43.06000137
3630,29.98,43.08000183
3631,29.98,43.1400032
3632,29.99,43.08000183
3633,30,43.04000473
3634,30,43.06000137
3635,30.01,43.08000183
3636,30.02,43.12000275
3637,30.02,43.22000122
3638,30.03,43.28000259
3639,30.04,43.34000397
3640,30.04,43.30000305
3641,30.05,43.30000305
3642,30.06,43.32000351
3643,30.06,43.28000259
3644,30.07,43.20000458
3645,30.08,43.16000366
3646,30.08,42.9600029
3647,30.09,42.9600029
3648,30.1,42.88000488
3649,30.1,42.94000244
3650,30.11,42.94000244
3651,30.12,42.94000244
3652,30.12,43.02000427
3653,30.13,43.04000473
3654,30.14,43.02000427
3655,30.14,43.00000381
3656,30.15,42.98000336
3657,30.16,43.00000381
3658,30.17,42.98000336
3659,30.17,42.98000336
3660,30.18,42.9600029
3661,30.19,42.92000198
3662,30.19,42.94000244
3663,30.2,43.00000381
3664,30.21,43.04000473
3665,30.21,43.06000137
3666,30.22,43.00000381
3667,30.23,43.08000183
3668,30.23,43.10000229
3669,30.24,43.12000275
3670,30.25,43.16000366
3671,30.25,43.16000366
3672,30.26,43.16000366
3673,30.27,43.24000168
3674,30.27,43.28000259
3675,30.28,43.28000259
3676,30.29,43.26000214
3677,30.29,43.24000168
3678,30.3,43.24000168
3679,30.31,43.20000458
3680,30.31,43.18000412
3681,30.32,43.12000275
3682,30.33,43.02000427
3683,30.34,42.98000336
3684,30.34,43.06000137
3685,30.35,43.04000473
3686,30.36,43.06000137
3687,30.36,43.04000473
3688,30.37,43.06000137
3689,30.38,43.10000229
3690,30.38,43.08000183
3691,30.39,43.04000473
3692,30.4,43.02000427
3693,30.4,43.00000381
3694,30.41,42.9600029
3695,30.42,42.98000336
3696,30.42,43.04000473
3697,30.43,43.02000427
3698,30.44,43.02000427
3699,30.44,43.12000275
3700,30.45,43.22000122
3701,30.46,43.20000458
3702,30.46,43.18000412
3703,30.47,43.18000412
3704,30.48,43.22000122
3705,30.48,43.18000412
3706,30.49,43.20000458
3707,30.5,43.18000412
3708,30.5,43.12000275
3709,30.51,43.02000427
3710,30.52,43.00000381
3711,30.53,42.94000244
3712,30.53,42.94000244
3713,30.54,42.90000153
3714,30.55,42.90000153
3715,30.55,42.86000443
3716,30.56,42.92000198
3717,30.57,42.90000153
3718,30.57,43.00000381
3719,30.58,43.04000473
3720,30.59,43.04000473
3721,30.59,43.02000427
3722,30.6,42.98000336
3723,30.61,43.00000381
3724,30.61,42.98000336
3725,30.62,43.00000381
3726,30.63,43.00000381
3727,30.63,42.94000244
3728,30.64,43.02000427
3729,30.65,43.04000473
3730,30.65,43.10000229
3731,30.66,43.10000229
3732,30.67,43.12000275
3733,30.67,43.12000275
3734,30.68,43.04000473
3735,30.69,43.04000473
3736,30.7,43.02000427
3737,30.7,42.9600029
3738,30.71,42.9600029
3739,30.72,42.94000244
3740,30.72,42.9600029
3741,30.73,43.02000427
3742,30.74,43.04000473
3743,30.74,43.04000473
3744,30.75,43.08000183
3745,30.76,43.16000366
3746,30.76,43.18000412
3747,30.77,43.16000366
3748,30.78,43.1400032
3749,30.78,43.12000275
3750,30.79,43.04000473
3751,30.8,43.04000473
3752,30.8,43.06000137
3753,30.81,43.00000381
3754,30.82,42.94000244
3755,30.82,42.90000153
3756,30.83,42.92000198
3757,30.84,42.9600029
3758,30.84,43.02000427
3759,30.85,43.00000381
3760,30.86,43.04000473
3761,30.86,43.00000381
3762,30.87,43.08000183
3763,30.88,43.08000183
3764,30.89,43.08000183
3765,30.89,43.12000275
3766,30.9,43.12000275
3767,30.91,43.24000168
3768,30.91,43.30000305
3769,30.92,43.32000351
3770,30.93,43.34000397
3771,30.93,43.26000214
3772,30.94,43.28000259
3773,30.95,43.26000214
3774,30.95,43.20000458
3775,30.96,43.20000458
3776,30.97,43.02000427
3777,30.97,43.02000427
3778,30.98,43.08000183
3779,30.99,43.12000275
3780,30.99,43.20000458
3781,31,43.24000168
3782,31.01,43.32000351
3783,31.01,43.38000488
3784,31.02,43.34000397
3785,31.03,43.42000198
3786,31.03,43.42000198
3787,31.04,43.34000397
3788,31.05,43.28000259
3789,31.05,43.26000214
3790,31.06,43.20000458
3791,31.07,43.1400032
3792,31.08,43.12000275
3793,31.08,43.1400032
3794,31.09,43.04000473
3795,31.1,43.02000427
3796,31.1,43.00000381
3797,31.11,42.98000336
3798,31.12,43.02000427
3799,31.12,42.98000336
3800,31.13,43.00000381
3801,31.14,42.98000336
3802,31.14,43.02000427
3803,31.15,43.10000229
3804,31.16,43.1400032
3805,31.16,43.18000412
3806,31.17,43.22000122
3807,31.18,43.10000229
3808,31.18,43.16000366
3809,31.19,43.16000366
3810,31.2,43.20000458
3811,31.2,43.20000458
3812,31.21,43.22000122
3813,31.22,43.28000259
3814,31.22,43.36000443
3815,31.23,43.36000443
3816,31.24,43.40000153
3817,31.25,43.40000153
3818,31.25,43.36000443
3819,31.26,43.30000305
3820,31.27,43.22000122
3821,31.27,43.16000366
3822,31.28,43.10000229
3823,31.29,43.06000137
3824,31.29,43.06000137
3825,31.3,43.04000473
3826,31.31,43.06000137
3827,31.31,43.1400032
3828,31.32,43.18000412
3829,31.33,43.16000366
3830,31.33,43.12000275
3831,31.34,43.16000366
3832,31.35,43.18000412
3833,31.35,43.18000412
3834,31.36,43.22000122
3835,31.37,43.16000366
3836,31.37,43.1400032
3837,31.38,43.12000275
3838,31.39,43.12000275
3839,31.39,43.12000275
3840,31.4,43.08000183
3841,31.41,43.06000137
3842,31.41,43.04000473
3843,31.42,42.9600029
3844,31.43,42.9600029
3845,31.44,42.94000244
3846,31.44,43.00000381
3847,31.45,43.02000427
3848,31.46,43.02000427
3849,31.46,43.00000381
3850,31.47,42.98000336
3851,31.48,43.02000427
3852,31.48,43.10000229
3853,31.49,43.16000366
3854,31.5,43.20000458
3855,31.5,43.22000122
3856,31.51,43.26000214
3857,31.52,43.30000305
3858,31.52,43.32000351
3859,31.53,43.28000259
3860,31.54,43.26000214
3861,31.54,43.16000366
3862,31.55,43.12000275
3863,31.56,43.06000137
3864,31.56,43.00000381
3865,31.57,43.00000381
3866,31.58,43.02000427
3867,31.58,43.08000183
3868,31.59,43.10000229
3869,31.6,43.12000275
3870,31.61,43.24000168
3871,31.61,43.30000305
3872,31.62,43.30000305
3873,31.63,43.30000305
3874,31.63,43.34000397
3875,31.64,43.30000305
3876,31.65,43.28000259
3877,31.65,43.32000351
3878,31.66,43.32000351
3879,31.67,43.24000168
3880,31.67,43.22000122
3881,31.68,43.30000305
3882,31.69,43.30000305
3883,31.69,43.24000168
3884,31.7,43.26000214
3885,31.71,43.20000458
3886,31.71,43.16000366
3887,31.72,43.18000412
3888,31.73,43.28000259
3889,31.73,43.34000397
3890,31.74,43.34000397
3891,31.75,43.38000488
3892,31.75,43.38000488
3893,31.76,43.38000488
3894,31.77,43.38000488
3895,31.77,43.34000397
3896,31.78,43.24000168
3897,31.79,43.10000229
3898,31.8,43.08000183
3899,31.8,43.04000473
3900,31.81,43.02000427
3901,31.82,43.02000427
3902,31.82,43.00000381
3903,31.83,42.98000336
3904,31.84,42.98000336
3905,31.84,43.1400032
3906,31.85,43.16000366
3907,31.86,43.1400032
3908,31.86,43.24000168
3909,31.87,43.22000122
3910,31.88,43.20000458
3911,31.88,43.26000214
3912,31.89,43.26000214
3913,31.9,43.20000458
3914,31.9,43.16000366
3915,31.91,43.22000122
3916,31.92,43.20000458
3917,31.92,43.10000229
3918,31.93,43.12000275
3919,31.94,43.10000229
3920,31.94,43.00000381
3921,31.95,42.98000336
3922,31.96,43.00000381
3923,31.97,43.00000381
3924,31.97,42.98000336
3925,31.98,43.00000381
3926,31.99,43.08000183
3927,31.99,43.10000229
3928,32,43.12000275
3929,32.01,43.1400032
3930,32.01,43.1400032
3931,32.02,43.12000275
3932,32.03,43.10000229
3933,32.03,43.24000168
3934,32.04,43.26000214
3935,32.05,43.20000458
3936,32.05,43.30000305
3937,32.06,43.30000305
3938,32.07,43.36000443
3939,32.07,43.32000351
3940,32.08,43.42000198
3941,32.09,43.40000153
3942,32.09,43.28000259
3943,32.1,43.26000214
3944,32.11,43.26000214
3945,32.11,43.18000412
3946,32.12,43.18000412
3947,32.13,43.1400032
3948,32.13,43.16000366
3949,32.14,43.06000137
3950,32.15,43.04000473
3951,32.16,43.06000137
3952,32.16,43.08000183
3953,32.17,43.04000473
3954,32.18,43.06000137
3955,32.18,43.02000427
3956,32.19,42.98000336
3957,32.2,42.94000244
3958,32.2,42.92000198
3959,32.21,42.90000153
3960,32.22,42.90000153
3961,32.22,42.88000488
3962,32.23,42.86000443
3963,32.24,42.80000305
3964,32.24,42.84000397
3965,32.25,42.86000443
3966,32.26,42.90000153
3967,32.26,42.90000153
3968,32.27,42.9600029
3969,32.28,42.94000244
3970,32.28,42.94000244
3971,32.29,43.00000381
3972,32.3,43.06000137
3973,32.3,43.1400032
3974,32.31,43.16000366
3975,32.32,43.34000397
3976,32.33,43.44000244
3977,32.33,43.42000198
3978,32.34,43.48000336
3979,32.35,43.44000244
3980,32.35,43.40000153
3981,32.36,43.30000305
3982,32.37,43.20000458
3983,32.37,43.12000275
3984,32.38,43.02000427
3985,32.39,42.94000244
3986,32.39,43.06000137
3987,32.4,43.10000229
3988,32.41,43.12000275
3989,32.41,43.12000275
3990,32.42,43.12000275
3991,32.43,43.10000229
3992,32.43,43.20000458
3993,32.44,43.16000366
3994,32.45,43.20000458
3995,32.45,43.12000275
3996,32.46,43.28000259
3997,32.47,43.36000443
3998,32.47,43.36000443
3999,32.48,43.38000488
4000,32.49,43.42000198
4001,32.49,43.28000259
4002,32.5,43.24000168
4003,32.51,43.24000168
4004,32.52,43.18000412
4005,32.52,42.98000336
4006,32.53,42.94000244
4007,32.54,42.94000244
4008,32.54,42.92000198
4009,32.55,42.9600029
4010,32.56,42.9600029
4011,32.56,42.98000336
4012,32.57,42.94000244
4013,32.58,43.00000381
4014,32.58,43.08000183
4015,32.59,43.12000275
4016,32.6,43.10000229
4017,32.6,43.10000229
4018,32.61,43.04000473
4019,32.62,43.04000473
4020,32.62,43.02000427
4021,32.63,43.00000381
4022,32.64,42.9600029
4023,32.64,42.9600029
4024,32.65,43.02000427
4025,32.66,43.10000229
4026,32.66,43.08000183
4027,32.67,43.08000183
4028,32.68,43.1400032
4029,32.68,43.1400032
4030,32.69,43.18000412
4031,32.7,43.18000412
4032,32.71,43.10000229
4033,32.71,43.02000427
4034,32.72,43.00000381
4035,32.73,42.98000336
4036,32.73,42.98000336
4037,32.74,42.9600029
4038,32.75,42.9600029
4039,32.75,42.92000198
4040,32.76,42.94000244
4041,32.77,43.02000427
4042,32.77,43.06000137
4043,32.78,43.08000183
4044,32.79,43.12000275
4045,32.79,43.16000366
4046,32.8,43.12000275
4047,32.81,43.08000183
4048,32.81,43.04000473
4049,32.82,43.00000381
4050,32.83,42.90000153
4051,32.83,42.86000443
4052,32.84,42.86000443
4053,32.85,42.86000443
4054,32.85,42.84000397
4055,32.86,42.94000244
4056,32.87,43.02000427
4057,32.88,43.04000473
4058,32.88,43.06000137
4059,32.89,43.08000183
4060,32.9,43.08000183
4061,32.9,43.04000473
4062,32.91,43.00000381
4063,32.92,42.9600029
4064,32.92,42.90000153
4065,32.93,42.84000397
4066,32.94,42.82000351
4067,32.94,42.80000305
4068,32.95,42.82000351
4069,32.96,42.80000305
4070,32.96,42.86000443
4071,32.97,42.86000443
4072,32.98,42.98000336
4073,32.98,43.00000381
4074,32.99,43.04000473
4075,33,43.12000275
4076,33,43.10000229
4077,33.01,43.06000137
4078,33.02,43.02000427
4079,33.02,43.00000381
4080,33.03,43.00000381
4081,33.04,42.92000198
4082,33.04,42.90000153
4083,33.05,42.90000153
4084,33.06,42.86000443
4085,33.07,42.9600029
4086,33.07,43.02000427
4087,33.08,43.10000229
4088,33.09,43.10000229
4089,33.09,43.10000229
4090,33.1,43.08000183
4091,33.11,43.06000137
4092,33.11,43.00000381
4093,33.12,42.9600029
4094,33.13,42.84000397
4095,33.13,42.82000351
4096,33.14,42.80000305
4097,33.15,42.80000305
4098,33.15,42.86000443
4099,33.16,42.86000443
4100,33.17,42.88000488
4101,33.17,42.92000198
4102,33.18,42.94000244
4103,33.19,43.04000473
4104,33.19,43.02000427
4105,33.2,43.00000381
4106,33.21,43.08000183
4107,33.21,43.06000137
4108,33.22,43.08000183
4109,33.23,43.16000366
4110,33.24,43.10000229
4111,33.24,43.06000137
4112,33.25,43.02000427
4113,33.26,43.02000427
4114,33.26,43.00000381
4115,33.27,42.92000198
4116,33.28,42.92000198
4117,33.28,43.04000473
4118,33.29,43.00000381
4119,33.3,43.06000137
4120,33.3,43.08000183
4121,33.31,43.06000137
4122,33.32,43.22000122
4123,33.32,43.24000168
4124,33.33,43.26000214
4125,33.34,43.22000122
4126,33.34,43.10000229
4127,33.35,43.12000275
4128,33.36,43.08000183
4129,33.36,43.04000473
4130,33.37,43.02000427
4131,33.38,42.9600029
4132,33.38,42.98000336
4133,33.39,42.9600029
4134,33.4,42.94000244
4135,33.4,42.92000198
4136,33.41,42.86000443
4137,33.42,42.88000488
4138,33.43,42.88000488
4139,33.43,42.84000397
4140,33.44,42.72000122
4141,33.45,42.70000458
4142,33.45,42.74000168
4143,33.46,42.74000168
4144,33.47,42.70000458
4145,33.47,42.72000122
4146,33.48,42.72000122
4147,33.49,42.72000122
4148,33.49,42.74000168
4149,33.5,42.78000259
4150,33.51,42.78000259
4151,33.51,42.76000214
4152,33.52,42.88000488
4153,33.53,42.92000198
4154,33.53,42.92000198
4155,33.54,43.10000229
4156,33.55,43.12000275
4157,33.55,43.18000412
4158,33.56,43.18000412
4159,33.57,43.20000458
4160,33.57,43.24000168
4161,33.58,43.1400032
4162,33.59,43.16000366
4163,33.6,43.22000122
4164,33.6,43.1400032
4165,33.61,43.18000412
4166,33.62,43.24000168
4167,33.62,43.28000259
4168,33.63,43.30000305
4169,33.64,43.24000168
4170,33.64,43.22000122
4171,33.65,43.1400032
4172,33.66,43.12000275
4173,33.66,43.16000366
4174,33.67,43.26000214
4175,33.68,43.28000259
4176,33.68,43.30000305
4177,33.69,43.32000351
4178,33.7,43.38000488
4179,33.7,43.38000488
4180,33.71,43.42000198
4181,33.72,43.42000198
4182,33.72,43.26000214
4183,33.73,43.1400032
4184,33.74,43.10000229
4185,33.74,43.08000183
4186,33.75,43.00000381
4187,33.76,42.92000198
4188,33.76,42.9600029
4189,33.77,42.88000488
4190,33.78,42.82000351
4191,33.79,42.88000488
4192,33.79,42.9600029
4193,33.8,43.00000381
4194,33.81,43.04000473
4195,33.81,43.02000427
4196,33.82,42.98000336
4197,33.83,42.90000153
4198,33.83,42.88000488
4199,33.84,42.90000153
4200,33.85,42.86000443
4201,33.85,42.80000305
4202,33.86,42.84000397
4203,33.87,42.88000488
4204,33.87,43.00000381
4205,33.88,43.02000427
4206,33.89,43.02000427
4207,33.89,43.04000473
4208,33.9,43.04000473
4209,33.91,43.00000381
4210,33.91,42.98000336
4211,33.92,42.92000198
4212,33.93,42.88000488
4213,33.93,42.80000305
4214,33.94,42.82000351
4215,33.95,42.82000351
4216,33.96,42.80000305
4217,33.96,42.82000351
4218,33.97,42.86000443
4219,33.98,42.90000153
4220,33.98,43.00000381
4221,33.99,43.08000183
4222,34,43.16000366
4223,34,43.16000366
4224,34.01,43.1400032
4225,34.02,43.12000275
4226,34.02,43.04000473
4227,34.03,43.00000381
4228,34.04,43.00000381
4229,34.04,42.92000198
4230,34.05,42.90000153
4231,34.06,42.90000153
4232,34.06,42.9600029
4233,34.07,43.00000381
4234,34.08,43.02000427
4235,34.08,43.04000473
4236,34.09,43.02000427
4237,34.1,43.00000381
4238,34.1,42.98000336
4239,34.11,42.94000244
4240,34.12,42.88000488
4241,34.12,42.86000443
4242,34.13,42.82000351
4243,34.14,42.78000259
4244,34.15,42.78000259
4245,34.15,42.94000244
4246,34.16,42.9600029
4247,34.17,43.10000229
4248,34.17,43.12000275
4249,34.18,43.22000122
4250,34.19,43.24000168
4251,34.19,43.24000168
4252,34.2,43.32000351
4253,34.21,43.28000259
4254,34.21,43.20000458
4255,34.22,43.18000412
4256,34.23,43.16000366
4257,34.23,43.16000366
4258,34.24,43.10000229
4259,34.25,43.10000229
4260,34.25,43.08000183
4261,34.26,43.00000381
4262,34.27,43.02000427
4263,34.27,42.9600029
4264,34.28,43.02000427
4265,34.29,42.9600029
4266,34.29,43.02000427
4267,34.3,43.10000229
4268,34.31,43.18000412
4269,34.31,43.20000458
4270,34.32,43.22000122
4271,34.33,43.20000458
4272,34.34,43.22000122
4273,34.34,43.22000122
4274,34.35,43.24000168
4275,34.36,43.18000412
4276,34.36,43.22000122
4277,34.37,43.20000458
4278,34.38,43.16000366
4279,34.38,43.18000412
4280,34.39,43.18000412
4281,34.4,43.12000275
4282,34.4,43.10000229
4283,34.41,43.12000275
4284,34.42,43.10000229
4285,34.42,43.06000137
4286,34.43,43.08000183
4287,34.44,43.10000229
4288,34.44,43.02000427
4289,34.45,42.98000336
4290,34.46,43.06000137
4291,34.46,43.18000412
4292,34.47,43.16000366
4293,34.48,43.22000122
4294,34.48,43.20000458
4295,34.49,43.22000122
4296,34.5,43.32000351
4297,34.51,43.32000351
4298,34.51,43.36000443
4299,34.52,43.20000458
4300,34.53,43.1400032
4301,34.53,43.16000366
4302,34.54,43.1400032
4303,34.55,43.16000366
4304,34.55,43.1400032
4305,34.56,43.06000137
4306,34.57,43.06000137
4307,34.57,42.98000336
4308,34.58,43.02000427
4309,34.59,42.90000153
4310,34.59,42.90000153
4311,34.6,42.92000198
4312,34.61,42.88000488
4313,34.61,42.86000443
4314,34.62,42.94000244
4315,34.63,42.9600029
4316,34.63,42.98000336
4317,34.64,42.9600029
4318,34.65,43.02000427
4319,34.65,43.04000473
4320,34.66,43.04000473
4321,34.67,43.04000473
4322,34.67,43.02000427
4323,34.68,42.92000198
4324,34.69,42.88000488
4325,34.7,42.88000488
4326,34.7,42.82000351
4327,34.71,42.76000214
4328,34.72,42.74000168
4329,34.72,42.74000168
